ID,HOSPITAL NAME,CITY,STATE,REASON FOR DELETION
6539030.0,J. Paul Jones Hospital,Camden,AL,Urgent Care Center
6620131.0,Continuing Care Hospital at St. Cedar Rapids,Luke's,IA,Closed
6670495.0,Rainbow Mental Health Facility Kansas,City,KS,Closed
6720013.0,LifeCare Hospitals of Shreveport,Shreveport,LA,Closed
6720094.0,WK Bossier Health Center Bossier,City,LA,Unit of 6720877 Willis-Knighton Medical Center -
6720134.0,Promise Hospital of Baton Rouge - Baton Rouge Mid-City,Campus,LA,Unit of 6720135 Promise Hospital of Baton Rouge -
6720207.0,Calcasieu Oaks Geriatric Psychiatric Lake Charles,Hospital,LA,Unit of 6720147 South Cameron Memorial Hospital -
6720364.0,Compass Behavioral Center of Crowley,Crowley,LA,Closed
6720379.0,Acadia Optima Hospital,Lafayette,LA,Unit of 6720390 Vermilion Behavioral Health Systems -
6730016.0,AMG Specialty Hospital-Edmond,Edmond,OK,Closed
6730026.0,AMG Specialty Hospital-Tulsa,Tulsa,OK,Closed
6740109.0,Care Regional Medical Center Aransas,Pass,TX,Closed
6740143.0,Plum Creek Specialty Hospital,Amarillo,TX,Closed
6740161.0,Lifecare Hospitals of South Texas- McAllen North,McAllen,TX,Closed
6740273.0,Memorial Hermann Surgical Sugar Land Hospital - First,Colony,TX,Ambulatory Surgical Center
6740283.0,Abilene Behavioral Health,Abilene,TX,Closed
6740286.0,Nix Community General Hospital,Dilley,TX,Closed
6740294.0,Kindred Hospital-White Rock,Dallas,TX,Closed
6740305.0,Select Specialty Hospital-South Dallas,Dallas,TX,Closed
6740351.0,Kindred Rehabilitation Hospital Arlington,Arlington,TX,Closed
6740393.0,Cook Children's Northeast Hospital,Hurst,TX,Urgent Care Center
6740843.0,Houston County Medical Center,Crockett,TX,Closed
6740888.0,Hopebridge Hospital,Houston,TX,Closed
6740920.0,Lakeway Regional Medical Center,Lakeway,TX,Unit of 6740381 Baylor Scott & White Medical Center -
6740958.0,Victory Medical Center Landmark San,Antonio,TX,Closed
6740979.0,Walnut Hill Medical Center,Dallas,TX,Closed
6741029.0,Bay Area Regional Medical Center,Webster,TX,Closed
6741054.0,Weimar Medical Center,Weimar,TX,Closed
6742327.0,CHRISTUS Good Shepherd Medical Longview,Center,TX,Unit of 6742430 CHRISTUS Good Shepherd Medical
6743320.0,Stamford Memorial Hospital,Stamford,TX,Ambulatory Care Center
6860042.0,Gilbert Hospital,Gilbert,AZ,Closed
6860056.0,Yavapai Regional  Medical Center - Prescott Valley,East,AZ,Unit of 6860320 Yavapai Regional Medical Center -
6860256.0,Abrazo Maryvale Campus,Phoenix,AZ,Closed
6930440.0,Coalinga Regional Medical Center,Coalinga,CA,Closed
6931510.0,Pacific Alliance Medical Center Los,Angeles,CA,Closed
6933721.0,Tulare Regional Medical Center,Tulare,CA,Temporarily Closed
