ID,REASON FOR ADDITION,HOSPITAL NAME,CITY,STATE
6340037,Newly registered,Healthsouth Rehab Hospital,Fredericksburg,VA
6360025,Status changed from nonregistered to registered,Asheville Specialty Hospital,Asheville,NC
6360027,Status changed from nonregistered to registered,Select Specialty Hospital-Durham,Durham,NC
6360028,Status changed from nonregistered to registered,Select Specialty Hospital-Winston-Salem,Winston-Salem,NC
6370026,Status changed from nonregistered to registered,Kindred Hospital-Charleston,Charleston,SC
6370033,Newly registered,Patewood Memorial Hospital,Greenville,SC
6380031,Status changed from nonregistered to registered,Select Specialty Hospital-Atlanta,Atlanta,GA
6380033,Status changed from nonregistered to registered,Select Specialty Hospital-Savannah,Savannah,GA
6380042,Status changed from nonregistered to registered,Select Specialty Hospital,Augusta,GA
6380955,Status changed from nonregistered to registered,Tattnall Community Hospital,Reidsville,GA
6390117,Status changed from nonregistered to registered,Select Specialty Hospital-Miami,Miami,FL
6390119,Status changed from nonregistered to registered,Select Specialty Hospital-Orlando,Orlando,FL
6390121,Status changed from nonregistered to registered,Select Specialty Hospital-Panama City,Panama City,FL
6390129,Status changed from nonregistered to registered,Kindred Hospital Ocala,Ocala,FL
6390145,Newly registered,St Luke's Hospital,Jacksonville,FL
6390146,Newly registered,Select Specialty Hospital,Tallahassee,FL
6390147,Newly registered,Select Specialty Hospital,Pensacola,FL
6390148,Newly registered,Select Specialty Hospital,Lake Worth,FL
6390149,Newly registered,Select Specialty Hospital,Gainesville,FL
6390162,Newly registered,Gulf Coast Medical Center,Fort Myers,FL
6390164,Newly registered,Healthsouth Ridgelake Hospital,Sarasota,FL
6410043,Status changed from nonregistered to registered,Mount Carmel New Albany Surgical Hospital,New Albany,OH
6410045,Newly registered,Regency Hospital of Cincinnati,Cincinnati,OH
6410046,Status changed from nonregistered to registered,Select Specialty Hospital-Cincinnati,Cincinnati,OH
6410052,Status changed from nonregistered to registered,Kindred Hospital Cleveland - Gateway,Cleveland,OH
6410054,Status changed from nonregistered to registered,Kindred Hospital-Dayton,Dayton,OH
6410059,Status changed from nonregistered to registered,Select Specialty Hospital-Columbus,Columbus,OH
6410062,Status changed from nonregistered to registered,Select Specialty Hospital-Youngstown,Youngstown,OH
6410064,Status changed from nonregistered to registered,Select Specialty Hospital-Zanesville,Zanesville,OH
6410066,Status changed from nonregistered to registered,Select Specialty Hospital-Akron,Akron,OH
6410074,Newly registered,St Elizabeth Boardman Hlth Ctr,Boardman,OH
6410079,Newly registered,Select Specialty Hospital,Canton,OH
6410081,Newly registered,Dublin Methodist Hospital,Dublin,OH
6410086,Newly registered,Regency Hospital of Columbus,Columbus,OH
6410087,Newly registered,Regency Hospital of Toledo,Sylvania,OH
6410088,Newly registered,Regency Hospital of Cleveland,Cleveland,OH
6420009,Status changed from nonregistered to registered,Kindred Hospital-Indianapolis,Indianapolis,IN
6420013,Status changed from nonregistered to registered,Kindred Hospital Indianapolis South,Greenwood,IN
6420036,Status changed from nonregistered to registered,St. Vincent Heart Center of Indiana,Indianapolis,IN
6420037,Status changed from nonregistered to registered,Select Specialty Hospital-Fort Wayne,Fort Wayne,IN
6420049,Status changed from nonregistered to registered,Select Specialty Hospital-Indianapolis,Greenwood,IN
6420051,Status changed from nonregistered to registered,Select Specialty Hospital-Beech Grove,Beech Grove,IN
6420053,Status changed from nonregistered to registered,Select Specialty Hospital-Evansville,Evansville,IN
6420054,Status changed from nonregistered to registered,Select Specialty Hospital-Northwest Indiana,Hammond,IN
6420057,Status changed from nonregistered to registered,St Vincent Seton Specialty Hospital,Lafayette,IN
6420062,Newly registered,Regency Hosp of Porter County,Portage,IN
6420075,Merger Result - 6420034 and 6420056*,St Vincent Seton Specialty Hsp,Indianapolis,IN
6420076,Newly registered,Clarian Arnett Hospital,Lafayette,IN
6430034,Newly registered,Adventist Bolingbrook Hospital,Bolingbrook,IL
6440031,Status changed from nonregistered to registered,Select Specialty Hospital-Flint,Flint,MI
6440032,Status changed from nonregistered to registered,Select Specialty Hospital-Saginaw,Saginaw,MI
6440036,Status changed from nonregistered to registered,Select Specialty Hospital-Downriver,Taylor,MI
6440037,Status changed from nonregistered to registered,Select Specialty Hospital-Pontiac,Pontiac,MI
6440038,Status changed from nonregistered to registered,Select Specialty Hospital-Western Michigan,Muskegon,MI
6440039,Status changed from nonregistered to registered,Select Specialty Hospital-Macomb County,Mount Clemens,MI
6440041,Status changed from nonregistered to registered,Select Specialty Hospital-Ann Arbor,Ypsilanti,MI
6440045,Status changed from nonregistered to registered,Select Specialty Hospital-Northwest Detroit,Detroit,MI
6440046,Status changed from nonregistered to registered,Select Specialty Hospital-Kalamazoo,Kalamazoo,MI
6440053,Newly registered,Behavioral Center of Michigan,Warren,MI
6440055,Newly registered,Select Specialty Hospital,Grosse Pointe,MI
6450026,Status changed from nonregistered to registered,Select Specialty Hospital-Milwaukee,Milwaukee,WI
6450041,Newly registered,Select Specialty Hospital,Madison,WI
6510016,Status changed from nonregistered to registered,Select Specialty Hospital-Lexington,Lexington,KY
6520021,Status changed from nonregistered to registered,Select Specialty Hospital-Nashville,Nashville,TN
6520033,Status changed from nonregistered to registered,Select Specialty Hospital-Knoxville,Knoxville,TN
6520034,Status changed from nonregistered to registered,Select Specialty Hospital-North Knoxville,Knoxville,TN
6520039,Status changed from nonregistered to registered,Select Specialty Hospital-Memphis,Memphis,TN
6520041,Status changed from nonregistered to registered,Select Specialty Hospital-Tricities,Bristol,TN
6520044,Status changed from nonregistered to registered,Kindred Hospital - Nashville,Nashville,TN
6530014,Status changed from nonregistered to registered,Select Specialty Hospital-Birmingham,Birmingham,AL
6540027,Status changed from nonregistered to registered,Select Specialty Hospital-Jackson,Jackson,MS
6540029,Status changed from nonregistered to registered,Select Specialty Hospital-Gulf Coast,Gulfport,MS
6620006,Status changed from nonregistered to registered,Select Specialty Hospital-Quad Cities,Davenport,IA
6630021,Status changed from nonregistered to registered,Select Specialty Hospital- St. Louis,Saint Louis,MO
6630027,Status changed from nonregistered to registered,Select Specialty Hospital-Western Missouri,Kansas City,MO
6630043,Newly registered,Northland LTAC Hospital,Kansas City,MO
6630044,Newly registered,Select Specialty Hospital,Springfield,MO
6630049,Newly registered,St Luke's Rehabilitation Hosp,Chesterfield,MO
6640006,Status changed from nonregistered to registered,Prairie St. John's,Fargo,ND
6650018,Newly registered,Select Specialty Hospital,Sioux Falls,SD
6660014,Newly registered,Select Specialty Hospital,Omaha,NE
6670027,Status changed from nonregistered to registered,Select Specialty Hospital-Topeka,Topeka,KS
6670031,Status changed from nonregistered to registered,Select Specialty Hospital-Kansas City,Overland Park,KS
6670032,Status changed from nonregistered to registered,Select Specialty Hospital-Wichita,Wichita,KS
6670325,Previously closed/reopened as registered hospital,Kiowa County Memorial Hospital,Greensburg,KS
6710010,Status changed from nonregistered to registered,Select Specialty Hospital-Little Rock,Little Rock,AR
6710017,Status changed from nonregistered to registered,Select Specialty Hospital-Fort Smith,Fort Smith,AR
6730048,Status changed from nonregistered to registered,Select Specialty Hospital-Oklahoma City,Oklahoma City,OK
6730106,Newly registered,Saint Francis Hospital South,Tulsa,OK
6740012,Status changed from nonregistered to registered,Kindred Hospital-San Antonio,San Antonio,TX
6740074,Status changed from nonregistered to registered,Kindred Hospital-Houston Northwest,Houston,TX
6740096,Newly registered,Kindred Hosp - Ft Worth West,Fort Worth,TX
6740116,Status changed from nonregistered to registered,HEALTHSOUTH Hospital for Specialized Surgery,Houston,TX
6740147,Newly registered,Dell Children's Medical Center,Austin,TX
6740159,Status changed from nonregistered to registered,Kindred Hospital-Bay Area,Pasadena,TX
6740292,Status changed from nonregistered to registered,Kindred Hospital-Corpus Christi,Corpus Christi,TX
6740294,Status changed from nonregistered to registered,Kindred Hospital-White Rock,Dallas,TX
6740304,Status changed from nonregistered to registered,Select Specialty Hospital-San Antonio,San Antonio,TX
6740305,Status changed from nonregistered to registered,Select Specialty Hospital-South Dallas,De Soto,TX
6740307,Status changed from nonregistered to registered,Select Specialty Hospital-Longview,Longview,TX
6740349,Newly registered,Cedar Park Regional Med Center,Cedar Park,TX
6740378,Newly registered,Sierra Providence East Med Ctr,El Paso,TX
6740381,Newly registered,Scott & White Hospital,Sandy,TX
6740388,Newly registered,Presbyterian Hosp of Rockwall,Rockwall,TX
6740390,Newly registered,Reliant Rehabilitation Hosp,Richardson,TX
6740392,Status changed from nonregistered to registered,Central Texas Rehabilitation Hospital,Austin,TX
6740412,Newly registered,Seton Medical Cntr Williamson,Round Rock,TX
6740416,Newly registered,DePaul Center,Waco,TX
6740417,Newly registered,Methodist Stone Oak Hospital,San Antonio,TX
6740422,Newly registered,Dubuis Hospital of Bryan,Bryan,TX
6840027,Status changed from nonregistered to registered,Select Long Term Care Hospital of Colorado Springs,Colorado Springs,CO
6840031,Status changed from nonregistered to registered,Select Specialty Hospital-Denver,Denver,CO
6840038,Newly registered,Pikes Peak Regional Hosp,Woodland Park,CO
6850022,Newly registered,Rehabilitation Hospital,Las Cruces,NM
6860008,Newly registered,Select Specialty Hospital,Phoenix,AZ
6860048,Newly registered,Select Specialty Hospital,Scottsdale,AZ
6860054,Newly registered,Scottsdale Healthcare,Scottsdale,AZ
6860056,Newly registered,Yavapai Reg Med Center - East,Prescott Valley,AZ
6870008,Status changed from nonregistered to registered,The Orthopedic Specialty Hospital,Murray,UT
6880037,Newly registered,Desert View Regional Med Ctr,Pahrump,NV
6930127,Status changed from nonregistered to registered,Kindred Hospital - La Mirada,La Mirada,CA
