ID,REASON FOR DELETION,HOSPITAL NAME,CITY,STATE
6720224,System ID change-now 6720372,Rehab Hospital of Jennings,Jennings,LA
6720226,System ID change-now 6720373,Gulf States LTAC New Orleans,Kenner,LA
6720227,System ID change-now 6720374,Oceans Behavioral Hospital,Kentwood,LA
6720228,System ID change-now 6720377,Lafayette Physical Rehab Hosp,Lafayette,LA
6720229,System ID change-now 6720379,Optima Specialty Hospital,Lafayette,LA
6720232,Closed,South Park Hospital,Lafayette,LA
6720233,System ID change-now 6720381,Lake Charles Memorial Hosp,Lake Charles,LA
6720234,System ID change-now 6720383,Oceans Behavioral Hospital,Lake Charles,LA
6720236,System ID change-now 6720384,Doctor's Hosp of Deer Creek,Leesville,LA
6720240,System ID change-now 6720386,Iberia Rehab Hospital,New Iberia,LA
6720242,System ID change-now 6720387,Psych Pav New Orleans,New Orleans,LA
6720245,System ID change-now 6720388,St Catherine Memorial Hospital,New Orleans,LA
6720249,System ID change-now 6720389,Oceans Behavioral Hospital,Opelousas,LA
6720251,System ID change-now 6720391,Allegiance Health Center,Ruston,LA
6720256,System ID change-now 6720393,Specialists Hosp-Shreveport,Shreveport,LA
6720257,Closed,Endeavor Seniorcare Hospital,Winnsboro,LA
6720262,System ID change-now 6720403,Physicians Behavioral Hospital,Shreveport,LA
6720263,System ID change-now 6720361,Stonewall Hospital,Stonewall,LA
6720264,System ID change-now 6720334,Regional Hospital of Acadiana,Lafayette,LA
6730047,Outpatient,Children's Recovery Center of OK,Norman,OK
6740059,Outpatient,Surgicare Specialty Hospital,Corpus Christi,TX
6740164,Status changed to registered,Triumph Hospital Central,Houston,TX
6740168,Status changed to registered,Triumph Hospital of Victoria,Victoria,TX
6740192,Status changed to registered,LifeCare Hospitals of San Antonio,San Antonio,TX
6740274,Status changed to registered,North Texas Hospital,Denton,TX
6740275,Status changed to registered,Triumph Hospital North Houston,Houston,TX
6740278,Status changed to registered,Triumph Hospital East Houston,Channelview,TX
6740281,Status changed to registered,Triumph Hospital Southwest,Sugarland,TX
6740282,Status changed to registered,Triumph Hospital Northwest,Houston,TX
6740302,Status changed to registered,Triumph Hospital El Paso,El Paso,TX
6740358,Status changed to registered,Mem Hermann Rehab Hospital - Katy,Katy,TX
6740908,Outpatient,Hillside Center,Dallas,TX
6810012,System ID change-now 6810122,Advanced Care Hospital,Billings,MT
6820022,System ID change-now 6820134,Complex Care Hospital of Idaho,Meridian,ID
6830003,System ID change-now 6830069,Mountain View Regional Hosp,Casper,WY
6840024,Status changed to registered,Triumph Hospital Aurora,Aurora,CO
6840450,Closed,Colorado Psychiatric Hospital,Denver,CO
6860044,Merged into 6860575,Kindred Hospital Arizona,Scottsdale,AZ
6870009,Closed,Promise Specialty Hospital,Salt Lake City,UT
6919025,Status changed to registered,Cascade Medical Center,Leavenworth,WA
6920012,System ID change-now 6920051,Sacred Heart Medical Center,Springfield,OR
6930144,System ID change-now 6930268,Rideout Memorial Hospital,Marysville,CA
6931783,Merged into 6931392,Comm Hospital of Los Gatos,Los Gatos,CA
6933665,Outpatient,Tarzana Treatment Center,Tarzana,CA
