ID,REASON FOR DELETION,HOSPITAL NAME,CITY,STATE
6410054,Status changed from nonregistered to registered,Kindred Hospital-Dayton,Dayton,OH
6410058,Merged into 6410059*,Select Specialty Hospital,Columbus,OH
6410059,Status changed from nonregistered to registered,Select Specialty Hospital-Columbus,Columbus,OH
6410061,Closed,Select Specialty Hospital,Columbus,OH
6410062,Status changed from nonregistered to registered,Select Specialty Hospital-Youngstown,Youngstown,OH
6410063,Closed,Select Specialty Hospital,Akron,OH
6410064,Status changed from nonregistered to registered,Select Specialty Hospital-Zanesville,Zanesville,OH
6410066,Status changed from nonregistered to registered,Select Specialty Hospital-Akron,Akron,OH
6420009,Status changed from nonregistered to registered,Kindred Hospital-Indianapolis,Indianapolis,IN
6420013,Status changed from nonregistered to registered,Kindred Hospital Indianapolis South,Greenwood,IN
6420036,Status changed from nonregistered to registered,St. Vincent Heart Center of Indiana,Indianapolis,IN
6420037,Status changed from nonregistered to registered,Select Specialty Hospital-Fort Wayne,Fort Wayne,IN
6420049,Status changed from nonregistered to registered,Select Specialty Hospital-Indianapolis,Greenwood,IN
6420051,Status changed from nonregistered to registered,Select Specialty Hospital-BeechGrove,Beech Grove,IN
6420053,Status changed from nonregistered to registered,Select Specialty Hospital-Evansville,Evansville,IN
6420054,Status changed from nonregistered to registered,Select Specialty Hospital-NorthwestIndiana,Hammond,IN
6420056,Merged/closed into 6420075*,Seton Specialty Hospital,Indianapolis,IN
6420057,Status changed from nonregistered to registered,St Vincent Seton Specialty Hospital,Lafayette,IN
6440031,Status changed from nonregistered to registered,Select Specialty Hospital-Flint,Flint,MI
6440032,Status changed from nonregistered to registered,Select Specialty Hospital-Saginaw,Saginaw,MI
6440034,Closed,Select Specialty Hospital,Battle Creek,MI
6440036,Status changed from nonregistered to registered,Select Specialty Hospital-Downriver,Taylor,MI
6440037,Status changed from nonregistered to registered,Select Specialty Hospital-Pontiac,Pontiac,MI
6440038,Status changed from nonregistered to registered,Select Specialty Hospital-WesternMichigan,Muskegon,MI
6440039,Status changed from nonregistered to registered,Select Specialty Hospital-MacombCounty,MountClemens,MI
6440041,Status changed from nonregistered to registered,Select Specialty Hospital-Ann Arbor,Ypsilanti,MI
6440045,Status changed from nonregistered to registered,Select Specialty Hospital-NorthwestDetroit,Detroit,MI
6440046,Status changed from nonregistered to registered,Select Specialty Hospital-Kalamazoo,Kalamazoo,MI
6450026,Status changed from nonregistered to registered,Select Specialty Hospital-Milwaukee,Milwaukee,WI
6510016,Status changed from nonregistered to registered,Select Specialty Hospital-Lexington,Lexington,KY
6520021,Status changed from nonregistered to registered,Select Specialty Hospital-Nashville,Nashville,TN
6520027,Closed,Select Specialty Hospital,Knoxville,TN
6520033,Status changed from nonregistered to registered,Select Specialty Hospital-Knoxville,Knoxville,TN
6520034,Status changed from nonregistered to registered,Select Specialty Hospital-NorthKnoxville,Knoxville,TN
6520039,Status changed from nonregistered to registered,Select Specialty Hospital-Memphis,Memphis,TN
6520041,Status changed from nonregistered to registered,Select Specialty Hospital-Tricities,Bristol,TN
6520044,Status changed from nonregistered to registered,Kindred Hospital - Nashville,Nashville,TN
6530014,Status changed from nonregistered to registered,Select Specialty Hospital-Birmingham,Birmingham,AL
6540003,Closed,Gulf Coast Medical Center,Biloxi,MS
6540026,Closed,Select Specialty Hosp - Biloxi,Bilioxi,MS
6540027,Status changed from nonregistered to registered,Select Specialty Hospital-Jackson,Jackson,MS
6540029,Status changed from nonregistered to registered,Select Specialty Hospital-Gulf Coast,Gulfport,MS
6620006,Status changed from nonregistered to registered,Select Specialty Hospital-Quad Cities,Davenport,IA
6630021,Status changed from nonregistered to registered,Select Specialty Hospital- St. Louis,Saint Louis,MO
6630027,Status changed from nonregistered to registered,Select Specialty Hospital-WesternMissouri,Kansas City,MO
6640006,Status changed from nonregistered to registered,Prairie St. John's,Fargo,ND
6670027,Status changed from nonregistered to registered,Select Specialty Hospital-Topeka,Topeka,KS
6670031,Status changed from nonregistered to registered,Select Specialty Hospital-Kansas City,Overland Park,KS
6670032,Status changed from nonregistered to registered,Select Specialty Hospital-Wichita,Wichita,KS
6670034,Closed,Doctors Specialty Hospital,ShawneeMission,KS
6670045,Closed,Select Specialty Hospital,Wichita,KS
6670325,Previously closed/reopened as a registered hospital,Kiowa County Memorial Hospital,Greensburg,KS
6710010,Status changed from nonregistered to registered,Select Specialty Hospital-Little Rock,Little Rock,AR
6710017,Status changed from nonregistered to registered,Select Specialty Hospital-Fort Smith,Fort Smith,AR
6710530,Nonregistered unit of an institution-not included,Ark Dept of Correction Hosp,Pine Bluff,AR
6730048,Status changed from nonregistered to registered,Select Specialty Hospital-OklahomaCity,Oklahoma City,OK
6730060,Merged into 6731215*,Saint Francis Heart Hospital,Tulsa,OK
6740012,Status changed from nonregistered to registered,Kindred Hospital-San Antonio,San Antonio,TX
6740067,Merged into 6741880*,Select Specialty Hospital,Houston,TX
6740074,Status changed from nonregistered to registered,Kindred Hospital-Houston Northwest,Houston,TX
6740116,Status changed from nonregistered to registered,HEALTHSOUTH Hospital forSpecialized Surgery,Houston,TX
6740131,Merged into 6741880*,Select Specialty Hospital,Houston,TX
6740142,Closed,River Oaks Hospital,Houston,TX
6740159,Status changed from nonregistered to registered,Kindred Hospital-Bay Area,Pasadena,TX
6740166,Closed,Triumph Hospital San Angelo,San Angelo,TX
6740217,Merged into 6742665*,Alliance Hospital,Odessa,TX
6740247,Closed,HEALTHSOUTH Rehab Hospital,Odessa,TX
6740292,Status changed from nonregistered to registered,Kindred Hospital-Corpus Christi,Corpus Christi,TX
6740294,Status changed from nonregistered to registered,Kindred Hospital-White Rock,Dallas,TX
6740301,Not operating as a hospital,Providence Hospital,Laredo,TX
6740303,Closed,Select Specialty Hospital,Conroe,TX
6740304,Status changed from nonregistered to registered,Select Specialty Hospital-San Antonio,San Antonio,TX
6740305,Status changed from nonregistered to registered,Select Specialty Hospital-South Dallas,De Soto,TX
6740307,Status changed from nonregistered to registered,Select Specialty Hospital-Longview,Longview,TX
6740324,Closed,Community Specialty Hospital,Sherman,TX
6740325,Closed,Innova Hospital - Houston,Houston,TX
6740332,Closed,Rehab Hospital of Greenville,Greenville,TX
6740392,Status changed from nonregistered to registered,Central Texas Rehabilitation Hospital,Austin,TX
6741953,Merged into 6741952*,Memorial Hermann Southeast,Houston,TX
6840027,Status changed from nonregistered to registered,Select Long Term Care Hospital ofColorado Springs,ColoradoSprings,CO
6840031,Status changed from nonregistered to registered,Select Specialty Hospital-Denver,Denver,CO
6860165,Closed,Banner Mesa Medical Center,Mesa,AZ
6870008,Status changed from nonregistered to registered,The Orthopedic Specialty Hospital,Murray,UT
6910223,Closed,Deer Park Hospital,Deer Park,WA
6930127,Status changed from nonregistered to registered,Kindred Hospital - La Mirada,La Mirada,CA
6930128,Closed,Kindred Hospital - Modesto,Modesto,CA
