ID,REASON FOR ADDITION,HOSPITAL NAME,CITY,STATE
6740655.0,STATUS CHANGED FROM NONREG TO REG,St. Luke’s Hospital at the Vintage,HOUSTON,TX
6740668.0,Newly added,Seton Medical Center Harker Heights,HARKER HEIGHTS,TX
6740896.0,Newly added,HEALTHSOUTH Rehabilitation Hospital of Cypress,HOUSTON,TX
6743185.0,STATUS CHANGED FROM NONREG TO REG,Laurel Ridge Treatment Center,SAN ANTONIO,TX
6820235.0,Newly added,U. S. Air Force Clinic,MOUNTAIN HOME AFB,ID
6850024.0,STATUS CHANGED FROM NONREG TO REG,Lovelace Regional Hospital,ROSWELL,NM
6860002.0,Newly added,Sierra Tucson,TUCSON,AZ
6860027.0,STATUS CHANGED FROM NONREG TO REG,West Valley Hospital,GOODYEAR,AZ
6860387.0,Newly added,HEALTHSOUTH East Valley Rehabilitation Hospital,MESA,AZ
6879346.0,STATUS CHANGED FROM NONREG TO REG,Blue Mountain Hospital,BLANDING,UT
6910605.0,STATUS CHANGED FROM NONREG TO REG,Group Health Cooperative Central Hospital,SEATTLE,WA
6919096.0,STATUS CHANGED FROM NONREG TO REG,Swedish/Issaquah,ISSAQUAH,WA
6930271.0,STATUS CHANGED FROM NONREG TO REG,Kindred Hospital of Riverside,PERRIS,CA
6930406.0,Newly added,Kindred Hospital Rancho,RANCHO CUCAMONGA,CA
6930421.0,Newly added,Kaiser Permanente Roseville Medical Center,ROSEVILLE,CA
6930422.0,Newly added,Kaiser Permanente Vacaville Medical Center,VACAVILLE,CA
6930689.0,Merger result,Citrus Valley Medical Center,COVINA,CA
6930690.0,Merger result,Southwest Healthcare System,MURRIETA,CA
6932811.0,STATUS CHANGED FROM NONREG TO REG,Sharp Mesa Vista Hospital,SAN DIEGO,CA
